stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
zenbus:StopPoint:SP:854940007:LOC,CRABIE,CRABIE,,43.594547,2.247231,,,0,,,0,,
zenbus:StopPoint:SP:856850009:LOC,PREVERT,PREVERT,,43.596563,2.246146,,,0,,,0,,
zenbus:StopPoint:SP:826700009:LOC,CORNEILLE,CORNEILLE,,43.598146,2.245272,,,0,,,0,,
zenbus:StopPoint:SP:853090007:LOC,PARC DES EXPOSITIONS,PARC DES EXPOSITIONS,,43.609493,2.260322,,,0,,,0,,
zenbus:StopPoint:SP:851130008:LOC,MEULES,MEULES,,43.610843,2.264108,,,0,,,0,,
zenbus:StopPoint:SP:837880007:LOC,SAILLENC,SAILLENC,,43.612465,2.26663,,,0,,,0,,
zenbus:StopPoint:SP:853070014:LOC,CANTELOUBE,CANTELOUBE,,43.61552,2.268582,,,0,,,0,,
zenbus:StopPoint:SP:856830007:LOC,FONTAINES,FONTAINES,,43.618042,2.270006,,,0,,,0,,
zenbus:StopPoint:SP:843720012:LOC,BRUNIQUEL,BRUNIQUEL,,43.620409,2.270226,,,0,,,0,,
zenbus:StopPoint:SP:843730009:LOC,LA VIXERE,LA VIXERE,,43.624114,2.271504,,,0,,,0,,
zenbus:StopPoint:SP:828680008:LOC,ESPINASSETTE,ESPINASSETTE,,43.626694,2.272744,,,0,,,0,,
zenbus:StopPoint:SP:826680007:LOC,L'INTENDANT,L'INTENDANT,,43.628852,2.273417,,,0,,,0,,
zenbus:StopPoint:SP:834500007:LOC,LES SALVAGES,LES SALVAGES,,43.632266,2.273848,,,0,,,0,,
zenbus:StopPoint:SP:843690022:LOC,ECOLES,ECOLES,,43.63264,2.27123,,,0,,,0,,
zenbus:StopPoint:SP:856850010:LOC,LA PRADE/R,LA PRADE,,43.61977,2.269726,,,0,,,0,,
zenbus:StopPoint:SP:834460008:LOC,MARTINET,MARTINET,,43.621191,2.265495,,,0,,,0,,
zenbus:StopPoint:SP:854950007:LOC,COUPERIN,COUPERIN,,43.591659,2.254224,,,0,,,0,,
zenbus:StopPoint:SP:831800011:LOC,BOSSUET,BOSSUET,,43.592956,2.251823,,,0,,,0,,
zenbus:StopPoint:SP:860050010:LOC,CIMETIERE LA BARQUE,CIMETIERE LA BARQUE,,43.630672,2.269374,,,0,,,0,,
zenbus:StopPoint:SP:831960003:LOC,MAILLOT,MAILLOT,,43.599689,2.239329,,,0,,,0,,
zenbus:StopPoint:SP:831810007:LOC,DAUDET/R,DAUDET,,43.593013,2.24464,,,0,,,0,,
zenbus:StopPoint:SP:849340007:LOC,COURTELINE/R,COURTELINE,,43.592411,2.246853,,,0,,,0,,
zenbus:StopPoint:SP:843750010:LOC,,BERLIOZ,,43.586769,2.256541,,,0,,,0,,
zenbus:StopPoint:SP:858810006:LOC,MITTERAND,MITTERAND,,43.583713,2.256801,,,0,,,0,,
zenbus:StopPoint:SP:5190233964412928:LOC,CAPELANIE Dep,CAPELANIE Dep,,43.584992,2.248179,,,0,,,0,,
zenbus:StopPoint:SP:5167208544075776:LOC,PALIQUE/R,PALIQUE,,43.589588,2.240965,,,0,,,0,,
zenbus:StopPoint:SP:843740008:LOC,COURTELINE,COURTELINE,,43.592609,2.247366,,,0,,,0,,
zenbus:StopPoint:SP:851150008:LOC,DAUDET,DAUDET,,43.592967,2.245089,,,0,,,0,,
zenbus:StopPoint:SP:824770004:LOC,PLACE PIERRE FABRE,PLACE PIERRE FABRE,,43.608699,2.23841,,,0,,,0,,
zenbus:StopPoint:SP:834500006:LOC,BLUM,BLUM,,43.612026,2.235146,,,0,,,0,,
zenbus:StopPoint:SP:826670007:LOC,LAUTREC,LAUTREC,,43.613279,2.233582,,,0,,,0,,
zenbus:StopPoint:SP:828680007:LOC,MACHET,MACHET,,43.616462,2.235742,,,0,,,0,,
zenbus:StopPoint:SP:810260004:LOC,SERCLOISE,SERCLOISE,,43.618175,2.233962,,,0,,,0,,
zenbus:StopPoint:SP:856830004:LOC,PAULIN,PAULIN,,43.618888,2.232227,,,0,,,0,,
zenbus:StopPoint:SP:845410004:LOC,TIREFORT,TIREFORT,,43.617643,2.231509,,,0,,,0,,
zenbus:StopPoint:SP:831800006:LOC,BARBAZA,BARBAZA,,43.616194,2.231882,,,0,,,0,,
zenbus:StopPoint:SP:856830010:LOC,LAUTREC/R,LAUTREC,,43.613674,2.232993,,,0,,,0,,
zenbus:StopPoint:SP:810260011:LOC,BLUM/R,BLUM,,43.61193,2.235137,,,0,,,0,,
zenbus:StopPoint:SP:834480014:LOC,SICARDENS/R,SICARDENS,,43.614944,2.231552,,,0,,,0,,
zenbus:StopPoint:SP:824770005:LOC,CHEMIN DU CAUSSE,CHEMIN DU CAUSSE,,43.616059,2.230148,,,0,,,0,,
zenbus:StopPoint:SP:832390008:LOC,,Provisoire 1 - L5,,43.620841,2.224241,,,0,,,0,,
zenbus:StopPoint:SP:863780001:LOC,,Provisoire 2 - L5,,43.621887,2.221624,,,0,,,0,,
zenbus:StopPoint:SP:5193191317831680:LOC,PLOMBIERES Arr,PLOMBIERES Arr,,43.622463,2.214886,,,0,,,0,,
zenbus:StopPoint:SP:828690005:LOC,PLOMBIERES Dep,PLOMBIERES Dep,,43.622463,2.214886,,,0,,,0,,
zenbus:StopPoint:SP:860040013:LOC,,Provisoire 1 - L5,,43.620826,2.224099,,,0,,,0,,
zenbus:StopPoint:SP:836680001:LOC,,Provisoire 3 - L5,,43.618278,2.227307,,,0,,,0,,
zenbus:StopPoint:SP:831810013:LOC,CHEMIN DU CAUSSE/R,CHEMIN DU CAUSSE,,43.616059,2.230048,,,0,,,0,,
zenbus:StopPoint:SP:839690004:LOC,SICARDENS,SICARDENS,,43.614906,2.231464,,,0,,,0,,
zenbus:StopPoint:SP:853070013:LOC,WAUTHIER,WAUTHIER,,43.609851,2.248354,,,0,,,0,,
zenbus:StopPoint:SP:831810008:LOC,GRILLONS,GRILLONS,,43.610721,2.259339,,,0,,,0,,
zenbus:StopPoint:SP:853080007:LOC,MISTRAL,MISTRAL,,43.612052,2.261338,,,0,,,0,,
zenbus:StopPoint:SP:861800002:LOC,AUDENET,AUDENET,,43.612094,2.258103,,,0,,,0,,
zenbus:StopPoint:SP:810260007:LOC,BRETAGNE,BRETAGNE,,43.613715,2.255125,,,0,,,0,,
zenbus:StopPoint:SP:839690007:LOC,SAVOIE,SAVOIE,,43.613899,2.252595,,,0,,,0,,
zenbus:StopPoint:SP:814590007:LOC,PYRENEES,PYRENEES,,43.614765,2.249875,,,0,,,0,,
zenbus:StopPoint:SP:828600012:LOC,WAUTHIER/R,WAUTHIER,,43.610179,2.246564,,,0,,,0,,
zenbus:StopPoint:SP:831800010:LOC,CALVAIRE,CALVAIRE,,43.607597,2.245265,,,0,,,0,,
zenbus:StopPoint:SP:826710009:LOC,LAVAUR,LAVAUR,,43.607414,2.235351,,,0,,,0,,
zenbus:StopPoint:SP:831800014:LOC,THOMAS,THOMAS,,43.608493,2.231933,,,0,,,0,,
