stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
zenbus:StopPoint:SP:851140010:LOC,GAZEL,GAZEL,,43.609367,2.229175,,,0,,,0,,
zenbus:StopPoint:SP:834510012:LOC,BEAUMONT,BEAUMONT,,43.609218,2.227837,,,0,,,0,,
zenbus:StopPoint:SP:858800010:LOC,MONGES,MONGES,,43.606685,2.230692,,,0,,,0,,
zenbus:StopPoint:SP:831810011:LOC,MATTEOTI,MATTEOTI,,43.605204,2.229404,,,0,,,0,,
zenbus:StopPoint:SP:826670010:LOC,BOUZIGUES,BOUZIGUES,,43.603977,2.228249,,,0,,,0,,
zenbus:StopPoint:SP:849270020:LOC,SEVERAC,SEVERAC,,43.602149,2.226267,,,0,,,0,,
zenbus:StopPoint:SP:826660007:LOC,MAURELS,MAURELS,,43.600894,2.224281,,,0,,,0,,
zenbus:StopPoint:SP:843720014:LOC,CORPORAL Dep,CORPORAL Dep,,43.599959,2.219629,,,0,,,0,,
zenbus:StopPoint:SP:824790011:LOC,MAURELS/R,MAURELS,,43.601116,2.224991,,,0,,,0,,
zenbus:StopPoint:SP:824770011:LOC,SIRVEN,SIRVEN,,43.601142,2.227995,,,0,,,0,,
zenbus:StopPoint:SP:814590011:LOC,VIVIANI,VIVIANI,,43.602737,2.232198,,,0,,,0,,
zenbus:StopPoint:SP:851150010:LOC,REY,REY,,43.603172,2.233984,,,0,,,0,,
zenbus:StopPoint:SP:858810011:LOC,MIRABEAU,MIRABEAU,,43.604103,2.235638,,,0,,,0,,
zenbus:StopPoint:SP:843690025:LOC,CORBIERE,CORBIERE,,43.605672,2.233305,,,0,,,0,,
zenbus:StopPoint:SP:834510014:LOC,BOURGEOIS,BOURGEOIS,,43.606788,2.233461,,,0,,,0,,
zenbus:StopPoint:SP:838200001:LOC,,MERIGONDE,,43.600959,2.253196,,,0,,,0,,
zenbus:StopPoint:SP:834460006:LOC,ECOLES DE ROULANDOU,ECOLES DE ROULANDOU,,43.601158,2.260635,,,0,,,0,,
zenbus:StopPoint:SP:858800007:LOC,GIRAUD/R,GIRAUD,,43.60337,2.260249,,,0,,,0,,
zenbus:StopPoint:SP:826690008:LOC,LARDAILLE/R,LARDAILLE,,43.605503,2.261086,,,0,,,0,,
zenbus:StopPoint:SP:851140007:LOC,DE LATTRE/R,DE LATTRE,,43.606662,2.259094,,,0,,,0,,
zenbus:StopPoint:SP:834480008:LOC,MONNET/R,MONNET,,43.60806,2.255025,,,0,,,0,,
zenbus:StopPoint:SP:826700008:LOC,BIBLIOTHEQUE/R,BIBLIOTHEQUE,,43.607368,2.252106,,,0,,,0,,
zenbus:StopPoint:SP:856850008:LOC,PERAUDEL,PERAUDEL,,43.607715,2.249552,,,0,,,0,,
zenbus:StopPoint:SP:851130011:LOC,BARTHE,BARTHE,,43.602208,2.258858,,,0,,,0,,
zenbus:StopPoint:SP:853080009:LOC,MONTAUD,MONTAUD,,43.601581,2.262058,,,0,,,0,,
zenbus:StopPoint:SP:5147173226283008:LOC,CORPORAL Arr,CORPORAL Arr,,43.599959,2.219629,,,0,,,0,,
zenbus:StopPoint:SP:843750008:LOC,PAUVRES,PAUVRES,,43.59869,2.219076,,,0,,,0,,
zenbus:StopPoint:SP:826660008:LOC,ROND POINT MELOU,ROND POINT MELOU,,43.593574,2.2183,,,0,,,0,,
zenbus:StopPoint:SP:854950009:LOC,PAUVRES/R,PAUVRES,,43.598804,2.219381,,,0,,,0,,
zenbus:StopPoint:SP:845410005:LOC,PIOCH DE GAIX,PIOCH DE GAIX,,43.58831,2.270518,,,0,,,0,,
zenbus:StopPoint:SP:826710006:LOC,LE SIALA dep/R,LE SIALA,,43.59196,2.267278,,,0,,,0,,
zenbus:StopPoint:SP:843730007:LOC,GABARROU,GABARROU,,43.576087,2.271325,,,0,,,0,,
zenbus:StopPoint:SP:828680006:LOC,CHAYNES,CHAYNES,,43.574352,2.278786,,,0,,,0,,
zenbus:StopPoint:SP:834510007:LOC,COMMERCES,COMMERCES,,43.580192,2.276889,,,0,,,0,,
zenbus:StopPoint:SP:837880005:LOC,BREL,BREL,,43.575641,2.283422,,,0,,,0,,
zenbus:StopPoint:SP:826700007:LOC,RAUCOULES,RAUCOULES,,43.56908,2.305511,,,0,,,0,,
zenbus:StopPoint:SP:843750005:LOC,AUTAN,AUTAN,,43.568176,2.310107,,,0,,,0,,
zenbus:StopPoint:SP:849270021:LOC,RAUCOULES/R,RAUCOULES,,43.569175,2.306483,,,0,,,0,,
zenbus:StopPoint:SP:837880010:LOC,BREL/R,BREL,,43.575729,2.283579,,,0,,,0,,
zenbus:StopPoint:SP:831810012:LOC,COMMERCES/R,COMMERCES,,43.580285,2.276957,,,0,,,0,,
zenbus:StopPoint:SP:851140011:LOC,CHAYNES/R,CHAYNES,,43.574508,2.278686,,,0,,,0,,
zenbus:StopPoint:SP:826680009:LOC,GENETS/R,GENETS,,43.577911,2.268417,,,0,,,0,,
zenbus:StopPoint:SP:851130007:LOC,PENCHENERY/R,PENCHENERY,,43.59607,2.264904,,,0,,,0,,
zenbus:StopPoint:SP:830780020:LOC,PESQUIES/R,PESQUIES,,43.598166,2.266514,,,0,,,0,,
zenbus:StopPoint:SP:853090006:LOC,BAGATELLE/R,BAGATELLE,,43.598899,2.264558,,,0,,,0,,
zenbus:StopPoint:SP:826680006:LOC,SAINT HIPPOLYTE/R,SAINT HIPPOLYTE,,43.600032,2.262138,,,0,,,0,,
zenbus:StopPoint:SP:834510008:LOC,ECOLES DE ROULANDOU/R,ECOLES DE ROULANDOU,,43.601724,2.259888,,,0,,,0,,
zenbus:StopPoint:SP:843720008:LOC,LE SIALA,LE SIALA,,43.592979,2.266209,,,0,,,0,,
zenbus:StopPoint:SP:871070014:LOC,,PIOCH DE GAIX,,43.588142,2.270482,,,0,,,0,,
zenbus:StopPoint:SP:853070011:LOC,DESPLATS,DESPLATS,,43.605717,2.245515,,,0,,,0,,
zenbus:StopPoint:SP:826710005:LOC,BIBLIOTHEQUE,BIBLIOTHEQUE,,43.607348,2.252427,,,0,,,0,,
zenbus:StopPoint:SP:858800006:LOC,MONNET,MONNET,,43.60817,2.255939,,,0,,,0,,
zenbus:StopPoint:SP:830780019:LOC,DE LATTRE,DE LATTRE,,43.606654,2.258973,,,0,,,0,,
zenbus:StopPoint:SP:843740005:LOC,LARDAILLE,LARDAILLE,,43.605587,2.260823,,,0,,,0,,
zenbus:StopPoint:SP:851140006:LOC,GIRAUD,GIRAUD,,43.603267,2.260057,,,0,,,0,,
zenbus:StopPoint:SP:828690007:LOC,SAINT HIPPOLYTE,SAINT HIPPOLYTE,,43.599885,2.262271,,,0,,,0,,
zenbus:StopPoint:SP:834500005:LOC,BAGATELLE,BAGATELLE,,43.598789,2.264706,,,0,,,0,,
zenbus:StopPoint:SP:814590006:LOC,PESQUIES,PESQUIES,,43.598086,2.266593,,,0,,,0,,
zenbus:StopPoint:SP:826690007:LOC,PENCHENERY,PENCHENERY,,43.596287,2.265099,,,0,,,0,,
zenbus:StopPoint:SP:826670006:LOC,GENETS,GENETS,,43.577781,2.268558,,,0,,,0,,
zenbus:StopPoint:SP:843740007:LOC,GARES MAZAMET Dep/R,GARES MAZAMET,,43.498172,2.37397,,,0,,,0,,
zenbus:StopPoint:SP:810270005:LOC,LE VACANT,LE VACANT,,43.511688,2.37725,,,0,,,0,,
zenbus:StopPoint:SP:849340006:LOC,LACOMBE,LACOMBE,,43.510051,2.380538,,,0,,,0,,
zenbus:StopPoint:SP:843720010:LOC,FOCH,FOCH,,43.503187,2.377564,,,0,,,0,,
zenbus:StopPoint:SP:854950010:LOC,LES BAUSSES/R,LES BAUSSES,,43.500972,2.376817,,,0,,,0,,
zenbus:StopPoint:SP:853090005:LOC,AUSTRALIE,AUSTRALIE,,43.498474,2.376001,,,0,,,0,,
zenbus:StopPoint:SP:849350008:LOC,LA POSTE,LA POSTE,,43.494197,2.374589,,,0,,,0,,
zenbus:StopPoint:SP:869670012:LOC,BARBEY,BARBEY,,43.491577,2.374803,,,0,,,0,,
zenbus:StopPoint:SP:839690011:LOC,APOLLO,APOLLO,,43.493508,2.375481,,,0,,,0,,
zenbus:StopPoint:SP:826690005:LOC,LA POSTE/R,LA POSTE,,43.494373,2.374728,,,0,,,0,,
zenbus:StopPoint:SP:844120004:LOC,,MAIRIE PONT DE LARN,,43.50402,2.403855,,,0,,,0,,
zenbus:StopPoint:SP:841840004:LOC,,CROIX ROUGE,,43.506889,2.396816,,,0,,,0,,
zenbus:StopPoint:SP:836140005:LOC,,LEMINADE,,43.496658,2.382004,,,0,,,0,,
zenbus:StopPoint:SP:843750009:LOC,AUSTRALIE/R,AUSTRALIE,,43.498362,2.376043,,,0,,,0,,
zenbus:StopPoint:SP:834470005:LOC,LES BAUSSES,LES BAUSSES,,43.500328,2.376693,,,0,,,0,,
zenbus:StopPoint:SP:858810010:LOC,COLBERT,COLBERT,,43.507458,2.380566,,,0,,,0,,
zenbus:StopPoint:SP:839690010:LOC,BONNECOMBE,BONNECOMBE,,43.505593,2.382323,,,0,,,0,,
zenbus:StopPoint:SP:810260010:LOC,BELLERIVE,BELLERIVE,,43.501644,2.383225,,,0,,,0,,
zenbus:StopPoint:SP:5100859889287168:LOC,MOLIERE,MOLIERE,,43.499807,2.385091,,,0,,,0,,
zenbus:StopPoint:SP:852040012:LOC,LA MOLIERE BASSE,LA MOLIERE BASSE,,43.500537,2.38556,,,0,,,0,,
zenbus:StopPoint:SP:855780011:LOC,,LA MOLIERE,,43.499904,2.385168,,,0,,,0,,
zenbus:StopPoint:SP:843690024:LOC,MAZAMET JUIN,MAZAMET JUIN,,43.502356,2.381167,,,0,,,0,,
zenbus:StopPoint:SP:832380010:LOC,FERRET,FERRET,,43.490978,2.376217,,,0,,,0,,
zenbus:StopPoint:SP:843730010:LOC,MEYER,MEYER,,43.4916,2.378188,,,0,,,0,,
zenbus:StopPoint:SP:853090008:LOC,LA FINARIE,LA FINARIE,,43.494264,2.379306,,,0,,,0,,
zenbus:StopPoint:SP:831810010:LOC,LEMINADE,LEMINADE,,43.496094,2.381419,,,0,,,0,,
zenbus:StopPoint:SP:831800013:LOC,LA CHEVALIERE,LA CHEVALIERE,,43.49673,2.385004,,,0,,,0,,
zenbus:StopPoint:SP:810270008:LOC,PISCINE,PISCINE,,43.496183,2.389243,,,0,,,0,,
zenbus:StopPoint:SP:828600010:LOC,LA RICHARDE,LA RICHARDE,,43.497127,2.394782,,,0,,,0,,
zenbus:StopPoint:SP:824790005:LOC,AMPERE,AMPERE,,43.49532,2.394625,,,0,,,0,,
zenbus:StopPoint:SP:828680011:LOC,KENNEDY,KENNEDY,,43.493618,2.394222,,,0,,,0,,
zenbus:StopPoint:SP:853070009:LOC,LAVANDE,LAVANDE,,43.493301,2.39678,,,0,,,0,,
zenbus:StopPoint:SP:845410003:LOC,MAZAMET AUTAN,MAZAMET AUTAN,,43.494744,2.397949,,,0,,,0,,
zenbus:StopPoint:SP:826690006:LOC,MAZAMET MONTAUD/R,MAZAMET MONTAUD,,43.492908,2.399736,,,0,,,0,,
zenbus:StopPoint:SP:834490006:LOC,NORE,NORE,,43.490422,2.400038,,,0,,,0,,
zenbus:StopPoint:SP:831800008:LOC,MANOTTE,MANOTTE,,43.490806,2.4054,,,0,,,0,,
zenbus:StopPoint:SP:849270022:LOC,LA FARGUE,LA FARGUE,,43.489479,2.401572,,,0,,,0,,
zenbus:StopPoint:SP:843740003:LOC,NEGRIN,NEGRIN,,43.49068,2.395673,,,0,,,0,,
zenbus:StopPoint:SP:853070008:LOC,SANTA MARIA,SANTA MARIA,,43.491714,2.392741,,,0,,,0,,
zenbus:StopPoint:SP:834500009:LOC,LA LAUZE,LA LAUZE,,43.493855,2.390875,,,0,,,0,,
zenbus:StopPoint:SP:828690008:LOC,JAURES,JAURES,,43.49353,2.387999,,,0,,,0,,
zenbus:StopPoint:SP:810270006:LOC,PAILHE,PAILHE,,43.492841,2.384901,,,0,,,0,,
zenbus:StopPoint:SP:856830006:LOC,LA VITARELLE,LA VITARELLE,,43.49228,2.382932,,,0,,,0,,
zenbus:StopPoint:SP:843750007:LOC,CHAMP DE LA VILLE,CHAMP DE LA VILLE,,43.491021,2.380686,,,0,,,0,,
zenbus:StopPoint:SP:5115560320827392:LOC,GARES MAZAMET Arr,GARES MAZAMET Arr,,43.498172,2.37397,,,0,,,0,,
zenbus:StopPoint:SP:857160009:LOC,,CROIX ROUGE,,43.506774,2.396506,,,0,,,0,,
zenbus:StopPoint:SP:853090010:LOC,SABATIE/R,SABATIE,,43.499945,2.370176,,,0,,,0,,
zenbus:StopPoint:SP:843730011:LOC,AUSSILLON LANGUEDOC,AUSSILLON LANGUEDOC,,43.507625,2.371836,,,0,,,0,,
zenbus:StopPoint:SP:849350010:LOC,THORE/R,THORE,,43.507427,2.376395,,,0,,,0,,
zenbus:StopPoint:SP:843730012:LOC,VOLTAIRE/R,VOLTAIRE,,43.502792,2.369775,,,0,,,0,,
zenbus:StopPoint:SP:834490012:LOC,SAINT JOHN PERSE/R,SAINT JOHN PERSE,,43.505268,2.367019,,,0,,,0,,
zenbus:StopPoint:SP:831800016:LOC,MARCHE/R,MARCHE,,43.506767,2.366906,,,0,,,0,,
zenbus:StopPoint:SP:826700013:LOC,THORE,THORE,,43.507518,2.376329,,,0,,,0,,
zenbus:StopPoint:SP:843700020:LOC,AUSSILLON LANGUEDOC/R,AUSSILLON LANGUEDOC,,43.507099,2.370801,,,0,,,0,,
zenbus:StopPoint:SP:856840008:LOC,MARCHE,MARCHE,,43.506698,2.366842,,,0,,,0,,
zenbus:StopPoint:SP:854940009:LOC,SAINT JOHN PERSE,SAINT JOHN PERSE,,43.505187,2.366978,,,0,,,0,,
zenbus:StopPoint:SP:834480012:LOC,VOLTAIRE,VOLTAIRE,,43.502746,2.369894,,,0,,,0,,
zenbus:StopPoint:SP:845410009:LOC,SABATIE,SABATIE,,43.4999,2.370044,,,0,,,0,,
zenbus:StopPoint:SP:834460004:LOC,MEDIATHEQUE,MEDIATHEQUE,,43.503688,2.362869,,,0,,,0,,
zenbus:StopPoint:SP:834510010:LOC,REILLE,REILLE,,43.490093,2.375246,,,0,,,0,,
zenbus:StopPoint:SP:851150007:LOC,JEANNE D'ARC,JEANNE D'ARC,,43.486705,2.373509,,,0,,,0,,
zenbus:StopPoint:SP:831800012:LOC,VANNE,VANNE,,43.484764,2.373766,,,0,,,0,,
zenbus:StopPoint:SP:834490009:LOC,BOUTONNET,BOUTONNET,,43.483413,2.374311,,,0,,,0,,
zenbus:StopPoint:SP:849340009:LOC,LA RESSE,LA RESSE,,43.485923,2.372965,,,0,,,0,,
zenbus:StopPoint:SP:839690008:LOC,MAZAMET GUYNEMER,MAZAMET GUYNEMER,,43.486564,2.371251,,,0,,,0,,
zenbus:StopPoint:SP:810260008:LOC,CENTENAIRE,CENTENAIRE,,43.4902,2.365783,,,0,,,0,,
zenbus:StopPoint:SP:834480010:LOC,CHAMBORD,CHAMBORD,,43.490314,2.359249,,,0,,,0,,
zenbus:StopPoint:SP:826690010:LOC,VILLAGE,VILLAGE,,43.488873,2.355628,,,0,,,0,,
zenbus:StopPoint:SP:853070018:LOC,POURSINES,POURSINES,,43.489521,2.354726,,,0,,,0,,
zenbus:StopPoint:SP:854940010:LOC,CIMETIERE,CIMETIERE,,43.491813,2.356571,,,0,,,0,,
zenbus:StopPoint:SP:849340012:LOC,POUSSIN,POUSSIN,,43.495563,2.359044,,,0,,,0,,
zenbus:StopPoint:SP:834460011:LOC,LES JASMINS,LES JASMINS,,43.497489,2.360005,,,0,,,0,,
zenbus:StopPoint:SP:810270010:LOC,FROMENT,FROMENT,,43.499267,2.360858,,,0,,,0,,
zenbus:StopPoint:SP:843720016:LOC,LA MAYLARIE,LA MAYLARIE,,43.501525,2.362041,,,0,,,0,,
zenbus:StopPoint:SP:844070008:LOC,,MOULIN,,43.506477,2.364368,,,0,,,0,,
zenbus:StopPoint:SP:830780025:LOC,BONNECOUSSE,BONNECOUSSE,,43.500373,2.366192,,,0,,,0,,
zenbus:StopPoint:SP:834500010:LOC,ROOSEVELT,ROOSEVELT,,43.498845,2.364674,,,0,,,0,,
zenbus:StopPoint:SP:845410010:LOC,BLERIOT,BLERIOT,,43.497943,2.363985,,,0,,,0,,
zenbus:StopPoint:SP:856840009:LOC,MAIRIE,MAIRIE,,43.495826,2.364327,,,0,,,0,,
zenbus:StopPoint:SP:824780011:LOC,LAGRANGE,LAGRANGE,,43.493564,2.363301,,,0,,,0,,
zenbus:StopPoint:SP:854950011:LOC,CANECRABE,CANECRABE,,43.492336,2.364323,,,0,,,0,,
zenbus:StopPoint:SP:826710011:LOC,GCHE,GACHES,,43.492355,2.367692,,,0,,,0,,
zenbus:StopPoint:SP:837880011:LOC,METZ,METZ,,43.49184,2.370271,,,0,,,0,,
zenbus:StopPoint:SP:843740010:LOC,PERIE,PERIE,,43.491744,2.372358,,,0,,,0,,
zenbus:StopPoint:SP:824790003:LOC,MOULIN,MOULIN,,43.507621,2.363868,,,0,,,0,,
zenbus:StopPoint:SP:853090009:LOC,FERRY,FERRY,,43.508769,2.364877,,,0,,,0,,
zenbus:StopPoint:SP:828690012:LOC,BALZAC,BALZAC,,43.509452,2.36729,,,0,,,0,,
zenbus:StopPoint:SP:834460010:LOC,LES AUQUES,LES AUQUES,,43.504561,2.371756,,,0,,,0,,
zenbus:StopPoint:SP:834480013:LOC,RIGAUTOU/R,RIGAUTOU,,43.519986,2.36919,,,0,,,0,,
zenbus:StopPoint:SP:828690006:LOC,EMPRADES/R,EMPRADES,,43.521035,2.366482,,,0,,,0,,
zenbus:StopPoint:SP:856850013:LOC,LA FREGERE/R,LA FREGERE,,43.519149,2.359543,,,0,,,0,,
zenbus:StopPoint:SP:810270009:LOC,LA NAURE/R,LA NAURE,,43.520248,2.351419,,,0,,,0,,
zenbus:StopPoint:SP:826710010:LOC,LA TREMOULEDE/R,LA TREMOULEDE,,43.519653,2.344482,,,0,,,0,,
zenbus:StopPoint:SP:834470010:LOC,LES FALAISES/R,LES FALAISES,,43.520103,2.310689,,,0,,,0,,
zenbus:StopPoint:SP:843700012:LOC,LABRUGUIERE LA TIGNARIE/R,LABRUGUIERE LA TIGNARIE,,43.533851,2.275166,,,0,,,0,,
zenbus:StopPoint:SP:851140004:LOC,SIMON,SIMON,,43.536464,2.265467,,,0,,,0,,
zenbus:StopPoint:SP:858810003:LOC,LABRUGUIERE CENTRE/R,LABRUGUIERE CENTRE,,43.539237,2.264487,,,0,,,0,,
zenbus:StopPoint:SP:826670004:LOC,CHAPELLE/R,CHAPELLE,,43.542865,2.269677,,,0,,,0,,
zenbus:StopPoint:SP:814590004:LOC,DE COUX/R,DE COUX,,43.545787,2.272546,,,0,,,0,,
zenbus:StopPoint:SP:834480004:LOC,CAUSSE/R,CAUSSE,,43.560546,2.271826,,,0,,,0,,
zenbus:StopPoint:SP:853080004:LOC,HOPITAL,HOPITAL,,43.565795,2.263056,,,0,,,0,,
zenbus:StopPoint:SP:853950014:LOC,,CRECHE,,43.567249,2.263101,,,0,,,0,,
zenbus:StopPoint:SP:843690017:LOC,DE GAULLE/R,DE GAULLE,,43.596233,2.262456,,,0,,,0,,
zenbus:StopPoint:SP:831810004:LOC,VIGUIER/R,VIGUIER,,43.597618,2.259835,,,0,,,0,,
zenbus:StopPoint:SP:843730005:LOC,ROUSSEAU/R,ROUSSEAU,,43.598762,2.257663,,,0,,,0,,
zenbus:StopPoint:SP:838170003:LOC,,BRADFORD,,43.498374,2.369595,,,0,,,0,,
zenbus:StopPoint:SP:849350004:LOC,LA ROUGEARIE/R,LA ROUGEARIE,,43.507812,2.354405,,,0,,,0,,
zenbus:StopPoint:SP:843750003:LOC,SAINT-ALBY/R,SAINT-ALBY,,43.508525,2.34606,,,0,,,0,,
zenbus:StopPoint:SP:856850004:LOC,ROUBINARIE/R,ROUBINARIE,,43.515655,2.317511,,,0,,,0,,
zenbus:StopPoint:SP:858800004:LOC,CAUCALIERES/R,CAUCALIERES,,43.518196,2.308379,,,0,,,0,,
zenbus:StopPoint:SP:834490004:LOC,AEROPORT,AEROPORT,,43.553447,2.289155,,,0,,,0,,
zenbus:StopPoint:SP:810260005:LOC,ROUSSEAU,ROUSSEAU,,43.598293,2.258358,,,0,,,0,,
zenbus:StopPoint:SP:824780005:LOC,VIGUIER,VIGUIER,,43.597519,2.259847,,,0,,,0,,
zenbus:StopPoint:SP:834510006:LOC,DE GAULLE,DE GAULLE,,43.596536,2.261678,,,0,,,0,,
zenbus:StopPoint:SP:861810001:LOC,,CRECHE,,43.566902,2.263453,,,0,,,0,,
zenbus:StopPoint:SP:839690005:LOC,CAUSSE,CAUSSE,,43.560382,2.271966,,,0,,,0,,
zenbus:StopPoint:SP:856850006:LOC,DE COUX,DE COUX,,43.546154,2.272677,,,0,,,0,,
zenbus:StopPoint:SP:849270015:LOC,CHAPELLE,CHAPELLE,,43.542427,2.268876,,,0,,,0,,
zenbus:StopPoint:SP:834480006:LOC,AVEROUS,AVEROUS,,43.537078,2.263104,,,0,,,0,,
zenbus:StopPoint:SP:856830005:LOC,LES FALAISES,LES FALAISES,,43.520191,2.310813,,,0,,,0,,
zenbus:StopPoint:SP:824770006:LOC,LA TREMOULEDE,LA TREMOULEDE,,43.519702,2.344908,,,0,,,0,,
zenbus:StopPoint:SP:849350006:LOC,LA NAURE,LA NAURE,,43.520053,2.351881,,,0,,,0,,
zenbus:StopPoint:SP:854940005:LOC,LA FREGERE,LA FREGERE,,43.519161,2.35992,,,0,,,0,,
zenbus:StopPoint:SP:843700014:LOC,EMPRADES,EMPRADES,,43.521076,2.365395,,,0,,,0,,
zenbus:StopPoint:SP:851130006:LOC,RIGAUTOU,RIGAUTOU,,43.519729,2.369326,,,0,,,0,,
zenbus:StopPoint:SP:826670011:LOC,CAUCALIERES,CAUCALIERES,,43.51786,2.308925,,,0,,,0,,
zenbus:StopPoint:SP:853080010:LOC,ROUBINARIE,ROUBINARIE,,43.51569,2.316901,,,0,,,0,,
zenbus:StopPoint:SP:858800011:LOC,SAINT-ALBY,SAINT-ALBY,,43.508341,2.343851,,,0,,,0,,
zenbus:StopPoint:SP:828690013:LOC,LA ROUGEARIE,LA ROUGEARIE,,43.507678,2.35466,,,0,,,0,,
zenbus:StopPoint:SP:843760008:LOC,MOULIN/R,MOULIN,,43.507972,2.363405,,,0,,,0,,
zenbus:StopPoint:SP:826690013:LOC,MEDIATHEQUE/R,MEDIATHEQUE,,43.503639,2.362728,,,0,,,0,,
zenbus:StopPoint:SP:849340004:LOC,BRADFORD,BRADFORD,,43.498313,2.370515,,,0,,,0,,
zenbus:StopPoint:SP:853090003:LOC,PLACE JEAN JAURES,PLACE JEAN JAURES,,43.605415,2.242468,,,0,,,0,,
zenbus:StopPoint:SP:849270013:LOC,ZOLA (navette),ZOLA (navette),,43.606498,2.237918,,,0,,,0,,
zenbus:StopPoint:SP:856840003:LOC,D'ESPIC,D'ESPIC,,43.602737,2.24711,,,0,,,0,,
zenbus:StopPoint:SP:834500003:LOC,1ER MAI,1ER MAI,,43.601508,2.24852,,,0,,,0,,
zenbus:StopPoint:SP:854950005:LOC,GERARD PHILIPE,GERARD PHILIPE,,43.601057,2.249722,,,0,,,0,,
zenbus:StopPoint:SP:831810006:LOC,FOURCHES,FOURCHES,,43.600387,2.245682,,,0,,,0,,
zenbus:StopPoint:SP:839690003:LOC,GOUNOD,GOUNOD,,43.61238,2.238313,,,0,,,0,,
zenbus:StopPoint:SP:810270003:LOC,BELLEVUE,BELLEVUE,,43.613956,2.240042,,,0,,,0,,
zenbus:StopPoint:SP:854940004:LOC,SAINT JEAN,SAINT JEAN,,43.615615,2.240206,,,0,,,0,,
zenbus:StopPoint:SP:826660003:LOC,LA SERP,LA SERP,,43.615985,2.237865,,,0,,,0,,
zenbus:StopPoint:SP:853940013:LOC,,Provisoire Chrono,,43.613479,2.238177,,,0,,,0,,
